state,county,auction_source,auction_source_status,appraisal_district_source,appraisal_district_source_status,gis_source,gis_source_status,recorded_document_source,public_record_request_source,comptroller_directory_url,appraisal_district_name,appraisal_district_url,tax_assessor_collector_name,tax_assessor_collector_url,appraisal_district_verification_status,acquisition_method
TX,Comal,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/comal.php,Comal County Appraisal District,www.comalad.org,Kristen Hoyt,www.co.comal.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Comanche,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/comanche.php,Comanche County Appraisal District,www.comanchecad.org,Grace Everhart,www.co.comanche.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Concho,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/concho.php,Concho County Appraisal District,www.conchocad.org,Brent Frazier,www.co.concho.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Cooke,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/cooke.php,Cooke County Appraisal District,www.cookecad.org,Brandy Ann Carr,www.co.cooke.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Coryell,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/coryell.php,Coryell County Appraisal District,www.coryellcad.org,Justin Carothers,www.coryellcountytax.com,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Cottle,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/cottle.php,Cottle County Appraisal District,www.cottlecad.org,Kayla Box,www.co.cottle.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Crane,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/crane.php,Crane County Appraisal District,www.cranecad.org,Judy Crumrine,www.co.crane.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Crockett,UNKNOWN,UNKNOWN,Texas Comptroller county directory (tx_comptroller_directory) mechanism exists for every county (comptroller.texas.gov/taxes/property-tax/county-directory/<county>.php) but this phase did not extract or verify the per-county entry,"DISCOVERED (mechanism only, not per-county extracted)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/crockett.php,UNKNOWN,UNKNOWN,Michelle Medley,www.co.crockett.tx.us,SOURCE_NOT_FOUND,OFFICIAL_PUBLIC_SEARCH
TX,Crosby,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/crosby.php,Crosby County Appraisal District,www.crosbycentral.org,Michele Cook,www.co.crosby.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Culberson,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/culberson.php,Culberson County Appraisal District,www.culbersoncad.org,Aida Balcazar,www.co.culberson.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Dallam,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/dallam.php,Dallam County Appraisal District,www.dallamcad.org,Jami Parr,www.dallam.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Dallas,"RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv | LGBS (tx_lgbs, named in prior recon docs - full 45+ county roster not re-extracted this phase)","APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/dallas.php,Dallas County Appraisal District,www.dallascad.org,"John R. Ames, CTA",www.dallascounty.org/tax,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Dawson,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/dawson.php,Dawson County Appraisal District,www.dawsoncad.org,Yvonne Moreno,www.co.dawson.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,DeWitt,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/dewitt.php,DeWitt County Appraisal District,www.dewittcad.org,Ashley Mraz,www.co.dewitt.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Deaf Smith,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/deafsmith.php,Deaf Smith County Appraisal District,www.deafsmithcad.org,Gina Nunez,www.co.deaf-smith.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Delta,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/delta.php,Delta County Appraisal District,www.delta-cad.org,Dawn Moody,www.deltacountytx.com,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Denton,"GovEase (tx_govease) - BLOCKED, robots.txt Disallow: / - see claude/govease-source-onboarding-blocked.md",BLOCKED,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/denton.php,Denton County Appraisal District,www.dentoncad.com,Dawn Waye,www.dentoncounty.gov/778/Tax-Assessor-Collector,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Dickens,UNKNOWN,UNKNOWN,Texas Comptroller county directory (tx_comptroller_directory) mechanism exists for every county (comptroller.texas.gov/taxes/property-tax/county-directory/<county>.php) but this phase did not extract or verify the per-county entry,"DISCOVERED (mechanism only, not per-county extracted)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/dickens.php,UNKNOWN,UNKNOWN,Rhonda Brendle,www.co.dickens.tx.us,SOURCE_NOT_FOUND,OFFICIAL_PUBLIC_SEARCH
TX,Dimmit,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/dimmit.php,Dimmit County Appraisal District,www.dimmit-cad.org,Mary E. Sandoval,www.dimmitcounty.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Donley,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/donley.php,Donley County Appraisal District,www.donleycad.org,Kristy Christopher,www.co.donley.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Duval,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/duval.php,Duval County Appraisal District,www.duvalcad.org,Robert Elizondo,www.co.duval.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Eastland,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/eastland.php,Eastland County Appraisal District,www.eastlandcad.org,Andrea May,www.eastlandcountytexas.com,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Ector,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/ector.php,Ector County Appraisal District,www.ectorcad.org,Lindy Wright,www.co.ector.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Edwards,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/edwards.php,Edwards County Appraisal District,edwardscad.org,Mistee Splawn,www.co.edwards.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,El Paso,"RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv | LGBS (tx_lgbs, named in prior recon docs - full 45+ county roster not re-extracted this phase)","APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/elpaso.php,El Paso County Appraisal District,www.epcad.org,Ruben P. Gonzales,www.epcounty.com/taxoffice/,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Ellis,RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv,"APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/ellis.php,Ellis County Appraisal District,www.elliscad.org,Richard Rozier,www.ellistaxoffice.com,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Erath,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/erath.php,Erath County Appraisal District,www.erath-cad.com,Valerie Stephen,www.co.erath.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Falls,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/falls.php,Falls County Appraisal District,www.fallscad.net,Kayci Nehring,www.co.falls.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Fannin,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/fannin.php,Fannin County Appraisal District,www.fannincad.org,Amber Sutherland,www.co.fannin.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Fayette,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/fayette.php,Fayette County Appraisal District,www.fayettecad.org,Sylvia Mendoza,www.co.fayette.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Fisher,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/fisher.php,Fisher County Appraisal District,www.fishercad.org,Jonnye Lu Speck,www.fishercounty.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Floyd,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/floyd.php,Floyd County Appraisal District,www.floydcad.org,Priscilla De Hoyos,www.co.floyd.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Foard,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/foard.php,Foard County Appraisal District,www.foardcad.org,Perry Shaw,www.foardcounty.texas.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Fort Bend,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/fortbend.php,Fort Bend County Appraisal District,www.fbcad.org,Carmen Turner,www.fortbendcountytx.gov,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Franklin,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/franklin.php,Franklin County Appraisal District,www.franklin-cad.org,Melissa McSwain Clawson,www.co.franklin.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Freestone,"MVBA (tx_mvba) - BLOCKED, explicit non-commercial-use ToS - see claude/mvba-source-reconnaissance-blocked.md",BLOCKED,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/freestone.php,Freestone County Appraisal District,www.freestonecad.org,Daniel Ralstin,www.co.freestone.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Frio,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/frio.php,Frio County Appraisal District,www.friocad.org,Anna Alaniz,www.co.frio.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Gaines,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/gaines.php,Gaines County Appraisal District,www.gainescad.org,Tarran DeLeon,www.co.gaines.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Galveston,"RealAuction/RealForeclose (tx_realauction) - see data/tx_realauction_counties.csv | LGBS (tx_lgbs, named in prior recon docs - full 45+ county roster not re-extracted this phase)","APPROVED (production-practice, not formally rights-cleared - Phase 10B finding)",County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/galveston.php,Galveston County Appraisal District,www.galvestoncad.org,Cheryl E. Johnson,www.galcotax.com,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Garza,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/garza.php,Garza County Appraisal District,www.garzacad.org,Nancy Wallace,www.garzacounty.net,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Gillespie,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/gillespie.php,Gillespie County Appraisal District,www.gillespiecad.org,Carol Rode Durst,www.gillespiecounty.org,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Glasscock,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/glasscock.php,Glasscock County Appraisal District,www.glasscockcad.org,Tina Flores,www.co.glasscock.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Goliad,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/goliad.php,Goliad County Appraisal District,http://goliadcad.org,Michelle Garcia,www.co.goliad.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Gonzales,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/gonzales.php,Gonzales County Appraisal District,www.gonzalescad.org,Crystal Cedillo,www.co.gonzales.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
TX,Gray,UNKNOWN,UNKNOWN,County Appraisal District named by the Texas Comptroller county directory,"DIRECTORY_LISTED (LEGAL_REVIEW_REQUIRED - county site not fetched, terms not reviewed)","UNKNOWN (Texas Comptroller Property Tax Data Reports and TNRIS/StratMap Land Parcels found as statewide candidates this phase, neither reviewed in depth)",UNKNOWN,UNKNOWN,UNKNOWN,https://comptroller.texas.gov/taxes/property-tax/county-directory/gray.php,Gray County Appraisal District,www.graycad.org,Christie Johnson,www.co.gray.tx.us,DIRECTORY_LISTED,OFFICIAL_PUBLIC_SEARCH
